,arr_time,exit_time,origin,total,exit_time_binned,destination
21850,353,379,Ilford,1,5,513
21851,394,424,Ilford,1,8,513
21852,430,455,Ilford,1,10,513
21853,452,477,Ilford,1,11,513
21854,512,541,Ilford,1,16,513
21855,456,480,Ilford,1,11,513
21856,507,536,Ilford,1,15,513
21857,465,490,Ilford,1,12,513
21858,438,467,Ilford,1,11,513
21859,484,509,Ilford,1,13,513
21860,454,484,Ilford,1,12,513
21861,491,515,Ilford,1,14,513
21862,508,541,Ilford,1,16,513
21863,543,566,Ilford,1,17,513
21864,472,498,Ilford,1,13,513
21865,475,505,Ilford,1,13,513
21866,475,505,Ilford,1,13,513
21867,398,423,Ilford,1,8,513
21868,492,515,Ilford,1,14,513
21869,533,556,Ilford,1,17,513
21870,416,436,Ilford,1,9,513
21871,457,485,Ilford,1,12,644
21872,502,532,Ilford,1,15,513
21873,460,486,Ilford,1,12,513
21874,442,469,Ilford,1,11,644
21875,543,565,Ilford,1,17,513
21876,526,551,Ilford,1,16,513
21877,589,630,Ilford,1,21,644
21878,494,517,Ilford,1,14,513
21879,482,506,Ilford,1,13,513
21880,485,508,Ilford,1,13,513
21881,455,480,Ilford,1,11,513
21882,504,532,Ilford,1,15,513
21883,484,516,Ilford,1,14,513
21884,529,555,Ilford,1,16,513
21885,463,491,Ilford,1,12,513
21886,433,458,Ilford,1,10,513
21887,568,594,Ilford,1,19,513
21888,619,651,Ilford,1,23,513
21889,523,547,Ilford,1,16,513
21890,491,518,Ilford,1,14,644
21891,545,571,Ilford,1,18,513
21892,463,490,Ilford,1,12,513
21893,387,414,Ilford,1,7,513
21894,491,518,Ilford,1,14,644
21895,430,457,Ilford,1,10,513
21896,436,463,Ilford,1,10,513
21897,506,531,Ilford,1,15,513
21898,493,522,Ilford,1,14,644
21899,415,443,Ilford,1,9,644
21900,453,477,Ilford,1,11,513
21901,411,436,Ilford,1,9,513
21902,488,509,Ilford,1,13,513
21903,508,538,Ilford,1,15,513
21904,383,413,South Quay,1,7,513
21905,399,419,South Quay,1,7,513
21906,427,446,South Quay,1,9,513
21907,440,459,South Quay,1,10,513
21908,451,472,South Quay,1,11,513
21909,451,474,South Quay,1,11,513
21910,452,476,South Quay,1,11,513
21911,460,484,South Quay,1,12,513
21912,464,483,South Quay,1,12,513
21913,464,487,South Quay,1,12,513
21914,470,490,South Quay,1,12,644
21915,468,491,South Quay,1,12,513
21916,475,496,South Quay,1,13,644
21917,475,496,South Quay,1,13,644
21918,483,502,South Quay,1,13,513
21919,484,504,South Quay,1,13,644
21920,482,503,South Quay,1,13,644
21921,482,504,South Quay,1,13,513
21922,484,508,South Quay,1,13,644
21923,492,515,South Quay,1,14,513
21924,491,516,South Quay,1,14,513
21925,492,516,South Quay,1,14,513
21926,495,517,South Quay,1,14,644
21927,493,518,South Quay,1,14,513
21928,493,518,South Quay,1,14,513
21929,493,519,South Quay,1,14,513
21930,493,518,South Quay,1,14,513
21931,493,518,South Quay,1,14,644
21932,500,523,South Quay,1,14,644
21933,497,525,South Quay,1,14,513
21934,503,525,South Quay,1,14,644
21935,498,524,South Quay,1,14,513
21936,504,526,South Quay,1,15,644
21937,498,526,South Quay,1,15,513
21938,502,526,South Quay,1,15,644
21939,504,528,South Quay,1,15,513
21940,506,530,South Quay,1,15,644
21941,506,530,South Quay,1,15,513
21942,505,529,South Quay,1,15,644
21943,506,530,South Quay,1,15,513
21944,504,531,South Quay,1,15,513
21945,511,534,South Quay,1,15,513
21946,509,535,South Quay,1,15,513
21947,514,537,South Quay,1,15,644
21948,518,539,South Quay,1,15,644
21949,517,541,South Quay,1,16,513
21950,523,543,South Quay,1,16,513
21951,523,544,South Quay,1,16,513
21952,523,545,South Quay,1,16,513
21953,522,545,South Quay,1,16,644
21954,532,556,South Quay,1,17,513
21955,533,555,South Quay,1,16,513
21956,539,558,South Quay,1,17,513
21957,538,560,South Quay,1,17,644
21958,540,563,South Quay,1,17,644
21959,544,565,South Quay,1,17,644
21960,555,575,South Quay,1,18,644
21961,559,580,South Quay,1,18,513
21962,573,594,South Quay,1,19,513
21963,581,602,South Quay,1,20,513
21964,591,616,South Quay,1,21,644
21965,698,719,South Quay,1,27,644
21966,454,475,South Quay,1,11,513
21967,539,559,South Quay,1,17,513
21968,502,532,South Quay,1,15,513
21969,486,510,South Quay,1,13,513
21970,493,517,South Quay,1,14,644
21971,558,580,South Quay,1,18,513
21972,482,503,South Quay,1,13,513
21973,446,467,South Quay,1,11,513
21974,474,496,South Quay,1,13,513
21975,506,532,South Quay,1,15,513
21976,465,487,South Quay,1,12,644
21977,492,519,South Quay,1,14,644
21978,423,448,South Quay,1,9,513
21979,451,473,South Quay,1,11,513
21980,484,503,South Quay,1,13,513
21981,508,535,South Quay,1,15,513
21982,456,477,South Quay,1,11,644
21983,534,555,South Quay,1,16,513
21984,545,564,South Quay,1,17,513
21985,541,563,South Quay,1,17,513
21986,564,586,South Quay,1,19,513
21987,470,490,South Quay,1,12,513
21988,483,503,South Quay,1,13,513
21989,577,599,South Quay,1,19,513
21990,462,483,South Quay,1,12,513
21991,482,504,South Quay,1,13,513
21992,498,523,South Quay,1,14,513
21993,614,638,South Quay,1,22,644
21994,443,466,South Quay,1,11,644
21995,482,502,South Quay,1,13,644
21996,582,602,South Quay,1,20,513
21997,512,537,South Quay,1,15,513
21998,494,518,South Quay,1,14,644
21999,475,494,South Quay,1,12,513
22000,489,515,South Quay,1,14,513
22001,505,533,South Quay,1,15,644
22002,510,534,South Quay,1,15,644
22003,484,504,South Quay,1,13,513
22004,639,658,South Quay,1,23,513
22005,498,524,South Quay,1,14,513
22006,454,476,South Quay,1,11,513
22007,491,515,South Quay,1,14,513
22008,500,528,South Quay,1,15,513
22009,405,431,South Quay,1,8,513
22010,472,496,South Quay,1,13,513
22011,535,556,South Quay,1,17,513
22012,508,535,South Quay,1,15,513
22013,461,481,South Quay,1,12,513
22014,534,564,South Quay,1,17,513
22015,442,466,South Quay,1,11,644
22016,442,463,South Quay,1,10,513
22017,490,515,South Quay,1,14,513
22018,500,526,South Quay,1,15,644
22019,436,455,South Quay,1,10,513
22020,472,496,South Quay,1,13,513
22021,535,556,South Quay,1,17,513
22022,454,476,South Quay,1,11,513
22023,498,524,South Quay,1,14,513
22024,524,544,South Quay,1,16,513
22025,525,549,South Quay,1,16,513
22026,531,553,South Quay,1,16,513
22027,490,514,South Quay,1,14,513
22028,553,574,South Quay,1,18,513
22029,445,468,South Quay,1,11,644
22030,514,538,South Quay,1,15,513
22031,475,495,South Quay,1,12,513
22032,568,592,South Quay,1,19,513
22033,406,436,South Quay,1,9,513
22034,652,673,South Quay,1,24,513
22035,460,482,South Quay,1,12,513
22036,499,523,South Quay,1,14,513
22037,499,524,South Quay,1,14,513
22038,403,424,South Quay,1,8,513
22039,432,455,South Quay,1,10,644
22040,441,464,South Quay,1,10,513
22041,452,473,South Quay,1,11,513
22042,451,474,South Quay,1,11,513
22043,555,575,South Quay,1,18,644
22044,443,465,South Quay,1,10,644
22045,450,473,South Quay,1,11,644
22046,524,545,South Quay,1,16,513
22047,612,634,South Quay,1,22,644
22048,366,404,South Quay,1,6,513
22049,670,693,South Quay,1,26,644
22050,479,500,South Quay,1,13,644
22051,538,560,South Quay,1,17,644
22052,489,515,South Quay,1,14,644
22053,504,528,South Quay,1,15,513
22054,517,545,South Quay,1,16,644
22055,525,549,South Quay,1,16,513
22056,527,549,South Quay,1,16,644
22057,440,458,South Quay,1,10,513
22058,460,482,South Quay,1,12,644
22059,490,515,South Quay,1,14,644
22060,445,467,South Quay,1,11,513
22061,454,476,South Quay,1,11,513
22062,547,567,South Quay,1,17,513
22063,397,419,South Quay,1,7,644
22064,652,673,South Quay,1,24,513
22065,497,523,South Quay,1,14,513
22066,512,538,South Quay,1,15,513
22067,506,531,South Quay,1,15,513
22068,627,648,South Quay,1,23,513
22069,409,434,South Quay,1,8,513
22070,473,496,South Quay,1,13,513
22071,620,639,South Quay,1,22,513
22072,498,525,South Quay,1,14,513
22073,503,528,South Quay,1,15,513
22074,481,504,South Quay,1,13,513
22075,492,516,South Quay,1,14,513
22076,512,535,South Quay,1,15,513
22077,528,552,South Quay,1,16,513
22078,493,518,South Quay,1,14,513
22079,498,526,South Quay,1,15,513
22080,512,535,South Quay,1,15,513
22081,529,552,South Quay,1,16,644
22082,398,419,South Quay,1,7,513
22083,538,560,South Quay,1,17,513
22084,451,474,South Quay,1,11,513
22085,470,490,South Quay,1,12,513
22086,538,559,South Quay,1,17,513
22087,458,478,South Quay,1,11,513
22088,469,491,South Quay,1,12,513
22089,473,495,South Quay,1,12,644
22090,505,529,South Quay,1,15,644
22091,444,466,South Quay,1,11,513
22092,489,513,South Quay,1,14,513
22093,514,536,South Quay,1,15,513
22094,580,603,South Quay,1,20,513
22095,489,515,South Quay,1,14,513
22096,512,536,South Quay,1,15,513
22097,472,497,South Quay,1,13,513
22098,576,600,South Quay,1,19,644
22099,467,488,South Quay,1,12,513
22100,472,492,South Quay,1,12,513
22101,481,502,South Quay,1,13,513
22102,494,519,South Quay,1,14,513
22103,416,444,South Quay,1,9,513
22104,477,500,South Quay,1,13,513
22105,432,455,South Quay,1,10,513
22106,503,528,South Quay,1,15,513
22107,581,603,South Quay,1,20,644
22108,684,703,South Quay,1,26,513
22109,517,540,South Quay,1,15,513
22110,511,533,South Quay,1,15,644
22111,524,549,South Quay,1,16,644
22112,469,491,South Quay,1,12,513
22113,513,537,South Quay,1,15,513
22114,507,536,South Quay,1,15,513
22115,514,538,South Quay,1,15,513
22116,327,350,South Quay,1,3,513
22117,439,458,South Quay,1,10,513
22118,524,549,South Quay,1,16,513
22119,510,534,South Quay,1,15,644
22120,515,536,South Quay,1,15,644
22121,542,565,South Quay,1,17,513
22122,665,683,South Quay,1,25,644
22123,461,483,South Quay,1,12,513
22124,568,592,South Quay,1,19,513
22125,699,718,South Quay,1,27,513
22126,491,515,South Quay,1,14,513
22127,535,555,South Quay,1,16,513
22128,552,573,South Quay,1,18,513
22129,527,548,South Quay,1,16,513
22130,506,531,South Quay,1,15,513
22131,527,548,South Quay,1,16,513
22132,535,554,South Quay,1,16,644
22133,616,639,South Quay,1,22,513
22134,437,458,South Quay,1,10,513
22135,472,492,South Quay,1,12,513
22136,536,560,South Quay,1,17,644
22137,443,464,South Quay,1,10,513
22138,473,496,South Quay,1,13,644
22139,490,514,South Quay,1,14,513
22140,553,573,South Quay,1,18,513
22141,584,611,South Quay,1,20,513
22142,532,555,South Quay,1,16,513
22143,481,503,South Quay,1,13,513
22144,472,497,South Quay,1,13,513
22145,542,565,South Quay,1,17,644
22146,582,602,South Quay,1,20,513
22147,622,643,South Quay,1,22,513
22148,498,522,South Quay,1,14,513
22149,599,620,South Quay,1,21,513
22150,410,436,South Quay,1,9,513
22151,518,540,South Quay,1,15,513
22152,534,555,South Quay,1,16,513
22153,499,521,South Quay,1,14,513
22154,589,612,South Quay,1,20,513
22155,552,573,South Quay,1,18,513
22156,480,503,South Quay,1,13,644
22157,534,556,South Quay,1,17,513
22158,475,495,South Quay,1,12,513
22159,562,583,South Quay,1,18,513
22160,647,667,South Quay,1,24,513
22161,438,458,South Quay,1,10,513
22162,468,487,South Quay,1,12,513
22163,420,446,South Quay,1,9,513
22164,461,484,South Quay,1,12,644
22165,520,546,South Quay,1,16,513
22166,547,567,South Quay,1,17,513
22167,443,463,South Quay,1,10,644
22168,482,503,South Quay,1,13,513
22169,427,446,South Quay,1,9,513
22170,498,523,South Quay,1,14,513
22171,601,620,South Quay,1,21,513
22172,552,575,South Quay,1,18,513
22173,490,513,South Quay,1,14,513
22174,531,552,South Quay,1,16,644
22175,490,515,South Quay,1,14,513
22176,445,467,South Quay,1,11,513
22177,537,560,South Quay,1,17,513
22178,450,474,South Quay,1,11,513
22179,495,518,South Quay,1,14,644
22180,439,458,South Quay,1,10,513
22181,442,463,South Quay,1,10,513
22182,495,519,South Quay,1,14,513
22183,507,535,South Quay,1,15,513
22184,669,689,South Quay,1,25,513
22185,476,500,South Quay,1,13,513
22186,637,658,South Quay,1,23,513
22187,506,530,South Quay,1,15,513
22188,484,509,South Quay,1,13,513
22189,494,520,South Quay,1,14,513
22190,480,502,South Quay,1,13,513
22191,509,535,South Quay,1,15,513
22192,542,564,South Quay,1,17,513
22193,489,512,South Quay,1,14,513
22194,560,584,South Quay,1,18,644
22195,499,529,South Quay,1,15,513
22196,508,529,South Quay,1,15,513
22197,534,556,South Quay,1,17,644
22198,665,684,South Quay,1,25,644
22199,491,515,South Quay,1,14,513
22200,507,532,South Quay,1,15,513
22201,429,450,South Quay,1,9,513
22202,482,504,South Quay,1,13,513
22203,526,548,South Quay,1,16,513
22204,614,634,South Quay,1,22,513
22205,522,545,South Quay,1,16,644
22206,421,443,South Quay,1,9,513
22207,397,414,Oval,1,7,644
22208,406,421,Oval,1,8,513
22209,420,436,Oval,1,9,513
22210,420,437,Oval,1,9,513
22211,425,440,Oval,1,9,513
22212,425,440,Oval,1,9,513
22213,443,457,Oval,1,10,513
22214,438,457,Oval,1,10,513
22215,452,468,Oval,1,11,644
22216,460,473,Oval,1,11,513
22217,459,473,Oval,1,11,513
22218,461,477,Oval,1,11,644
22219,465,482,Oval,1,12,513
22220,468,485,Oval,1,12,644
22221,470,484,Oval,1,12,513
22222,482,503,Oval,1,13,513
22223,487,507,Oval,1,13,513
22224,491,508,Oval,1,13,513
22225,497,516,Oval,1,14,644
22226,496,516,Oval,1,14,644
22227,501,519,Oval,1,14,513
22228,500,519,Oval,1,14,513
22229,498,520,Oval,1,14,513
22230,502,520,Oval,1,14,513
22231,502,523,Oval,1,14,644
22232,499,521,Oval,1,14,513
22233,505,527,Oval,1,15,513
22234,504,528,Oval,1,15,644
22235,501,528,Oval,1,15,513
22236,505,528,Oval,1,15,513
22237,512,534,Oval,1,15,644
22238,517,538,Oval,1,15,644
22239,517,537,Oval,1,15,644
22240,515,538,Oval,1,15,513
22241,512,538,Oval,1,15,513
22242,519,540,Oval,1,15,513
22243,524,545,Oval,1,16,513
22244,526,544,Oval,1,16,513
22245,525,546,Oval,1,16,513
22246,528,547,Oval,1,16,513
22247,529,550,Oval,1,16,513
22248,535,557,Oval,1,17,513
22249,549,565,Oval,1,17,513
22250,549,565,Oval,1,17,513
22251,576,592,Oval,1,19,513
22252,577,592,Oval,1,19,513
22253,591,607,Oval,1,20,513
22254,602,616,Oval,1,21,513
22255,616,633,Oval,1,22,644
22256,659,678,Oval,1,25,513
22257,666,682,Oval,1,25,513
22258,688,705,Oval,1,26,513
22259,459,474,Oval,1,11,513
22260,485,504,Oval,1,13,513
22261,551,566,Oval,1,17,513
22262,644,660,Oval,1,23,644
22263,474,488,Oval,1,12,644
22264,333,348,Oval,1,3,513
22265,524,545,Oval,1,16,644
22266,570,585,Oval,1,18,513
22267,403,419,Oval,1,7,513
22268,560,580,Oval,1,18,644
22269,362,377,Oval,1,5,513
22270,520,543,Oval,1,16,644
22271,533,555,Oval,1,16,513
22272,545,563,Oval,1,17,644
22273,484,503,Oval,1,13,644
22274,439,452,Oval,1,10,513
22275,477,491,Oval,1,12,513
22276,514,538,Oval,1,15,513
22277,427,442,Oval,1,9,513
22278,490,507,Oval,1,13,513
22279,503,522,Oval,1,14,644
22280,455,469,Oval,1,11,513
22281,507,526,Oval,1,15,644
22282,554,573,Oval,1,18,513
22283,671,687,Oval,1,25,513
22284,554,574,Oval,1,18,644
22285,497,517,Oval,1,14,513
22286,474,488,Oval,1,12,513
22287,674,689,Oval,1,25,513
22288,473,495,Oval,1,12,513
22289,405,419,Oval,1,7,513
22290,415,430,Oval,1,8,513
22291,493,512,Oval,1,14,513
22292,536,555,Oval,1,16,513
22293,387,402,Oval,1,6,513
22294,455,471,Oval,1,11,513
22295,549,567,Oval,1,17,513
22296,468,484,Oval,1,12,513
22297,493,513,Oval,1,14,513
22298,494,516,Oval,1,14,513
22299,471,487,Oval,1,12,513
22300,479,493,Oval,1,12,513
22301,515,539,Oval,1,15,513
22302,548,564,Oval,1,17,513
22303,445,462,Oval,1,10,644
22304,499,524,Oval,1,14,513
22305,580,594,Oval,1,19,513
22306,616,633,Oval,1,22,644
22307,331,349,Oval,1,3,644
22308,623,641,Oval,1,22,513
22309,474,487,Oval,1,12,513
22310,448,468,Oval,1,11,513
22311,486,503,Oval,1,13,513
22312,508,527,Oval,1,15,644
22313,527,548,Oval,1,16,644
22314,468,485,Oval,1,12,513
22315,509,533,Oval,1,15,513
22316,532,551,Oval,1,16,513
22317,477,491,Oval,1,12,644
22318,343,360,Oval,1,3,513
22319,414,431,Oval,1,8,513
22320,456,471,Oval,1,11,513
22321,510,528,Oval,1,15,513
22322,517,540,Oval,1,15,513
22323,536,555,Oval,1,16,513
22324,476,492,Oval,1,12,513
22325,491,509,Oval,1,13,513
22326,675,689,Oval,1,25,513
22327,342,359,Oval,1,3,513
22328,456,471,Oval,1,11,513
22329,474,488,Oval,1,12,513
22330,617,632,Oval,1,22,513
22331,491,509,Oval,1,13,513
22332,486,505,Oval,1,13,513
22333,518,543,Oval,1,16,513
22334,474,487,Oval,1,12,513
22335,683,700,Oval,1,26,513
22336,511,538,Oval,1,15,644
22337,633,648,Oval,1,23,513
22338,401,419,Oval,1,7,513
22339,424,439,Oval,1,9,513
22340,507,533,Oval,1,15,513
22341,464,479,Oval,1,11,513
22342,515,539,Oval,1,15,513
22343,405,420,Oval,1,7,513
22344,417,437,Oval,1,9,644
22345,593,611,Oval,1,20,513
22346,442,457,Oval,1,10,513
22347,581,599,Oval,1,19,644
22348,429,444,Oval,1,9,513
22349,433,449,Oval,1,9,513
22350,556,573,Oval,1,18,513
22351,428,441,Oval,1,9,644
22352,473,487,Oval,1,12,513
22353,430,443,Oval,1,9,513
22354,491,511,Oval,1,14,513
22355,534,561,Oval,1,17,513
22356,554,569,Oval,1,17,513
22357,452,467,Oval,1,11,644
22358,489,509,Oval,1,13,513
22359,477,493,Oval,1,12,513
22360,513,535,Oval,1,15,513
22361,431,445,Oval,1,9,513
22362,418,437,Oval,1,9,513
22363,469,484,Oval,1,12,513
22364,512,531,Oval,1,15,513
22365,402,420,Oval,1,7,513
22366,532,554,Oval,1,16,644
22367,469,484,Oval,1,12,513
22368,681,700,Oval,1,26,644
22369,689,704,Oval,1,26,513
22370,492,510,Oval,1,13,513
22371,546,565,Oval,1,17,513
22372,521,545,Oval,1,16,513
22373,476,491,Oval,1,12,513
22374,430,444,Oval,1,9,513
22375,491,509,Oval,1,13,644
22376,530,549,Oval,1,16,513
22377,666,682,Oval,1,25,513
22378,556,575,Oval,1,18,644
22379,466,482,Oval,1,12,513
22380,515,534,Oval,1,15,513
22381,553,569,Oval,1,17,513
22382,518,540,Oval,1,15,644
22383,539,559,Oval,1,17,644
22384,536,556,Oval,1,17,513
22385,540,561,Oval,1,17,644
22386,442,458,Oval,1,10,644
22387,531,552,Oval,1,16,513
22388,553,569,Oval,1,17,513
22389,563,580,Oval,1,18,513
22390,578,592,Oval,1,19,513
22391,487,506,Oval,1,13,513
22392,477,492,Oval,1,12,644
22393,561,584,Oval,1,18,644
22394,424,440,Oval,1,9,513
22395,487,505,Oval,1,13,644
22396,568,582,Oval,1,18,513
22397,438,452,Oval,1,10,513
22398,445,462,Oval,1,10,513
22399,450,467,Oval,1,11,513
22400,527,548,Oval,1,16,644
22401,477,492,Oval,1,12,513
22402,494,513,Oval,1,14,644
22403,548,567,Oval,1,17,513
22404,575,589,Oval,1,19,644
22405,689,704,Oval,1,26,513
22406,450,467,Oval,1,11,513
22407,468,484,Oval,1,12,644
22408,484,503,Oval,1,13,513
22409,468,483,Oval,1,12,513
22410,498,523,Oval,1,14,513
22411,539,558,Oval,1,17,644
22412,507,535,Oval,1,15,644
22413,684,700,Oval,1,26,513
22414,479,495,Oval,1,12,513
22415,509,529,Oval,1,15,513
22416,569,583,Oval,1,18,513
22417,664,682,Oval,1,25,513
22418,427,442,Oval,1,9,513
22419,553,569,Oval,1,17,513
22420,484,503,Oval,1,13,513
22421,459,474,Oval,1,11,513
22422,489,509,Oval,1,13,513
22423,383,413,Wimbledon,1,7,513
22424,407,436,Wimbledon,1,9,513
22425,414,444,Wimbledon,1,9,513
22426,423,451,Wimbledon,1,10,513
22427,409,454,Wimbledon,1,10,644
22428,431,461,Wimbledon,1,10,513
22429,428,465,Wimbledon,1,10,513
22430,435,471,Wimbledon,1,11,513
22431,440,474,Wimbledon,1,11,513
22432,445,479,Wimbledon,1,11,513
22433,452,482,Wimbledon,1,12,513
22434,451,482,Wimbledon,1,12,513
22435,456,488,Wimbledon,1,12,513
22436,469,506,Wimbledon,1,13,513
22437,466,508,Wimbledon,1,13,513
22438,474,511,Wimbledon,1,14,513
22439,478,514,Wimbledon,1,14,513
22440,484,521,Wimbledon,1,14,513
22441,484,521,Wimbledon,1,14,513
22442,482,522,Wimbledon,1,14,513
22443,486,526,Wimbledon,1,15,513
22444,489,527,Wimbledon,1,15,513
22445,489,531,Wimbledon,1,15,513
22446,495,532,Wimbledon,1,15,513
22447,489,537,Wimbledon,1,15,644
22448,494,547,Wimbledon,1,16,644
22449,500,540,Wimbledon,1,15,513
22450,504,552,Wimbledon,1,16,644
22451,502,543,Wimbledon,1,16,513
22452,509,552,Wimbledon,1,16,513
22453,519,555,Wimbledon,1,16,513
22454,527,562,Wimbledon,1,17,513
22455,529,562,Wimbledon,1,17,513
22456,514,552,Wimbledon,1,16,513
22457,532,565,Wimbledon,1,17,513
22458,512,566,Wimbledon,1,17,644
22459,529,568,Wimbledon,1,17,513
22460,536,569,Wimbledon,1,17,513
22461,559,588,Wimbledon,1,19,513
22462,574,603,Wimbledon,1,20,513
22463,611,641,Wimbledon,1,22,513
22464,643,674,Wimbledon,1,24,513
22465,670,702,Wimbledon,1,26,513
22466,683,713,Wimbledon,1,27,513
22467,683,718,Wimbledon,1,27,513
22468,468,503,Wimbledon,1,13,513
22469,467,517,Wimbledon,1,14,644
22470,474,523,Wimbledon,1,14,644
22471,459,487,Wimbledon,1,12,513
22472,508,544,Wimbledon,1,16,513
22473,656,686,Wimbledon,1,25,513
22474,396,425,Wimbledon,1,8,513
22475,646,678,Wimbledon,1,25,513
22476,435,468,Wimbledon,1,11,513
22477,523,557,Wimbledon,1,17,513
22478,387,417,Wimbledon,1,7,513
22479,442,498,Wimbledon,1,13,644
22480,480,514,Wimbledon,1,14,513
22481,507,547,Wimbledon,1,16,513
22482,666,692,Wimbledon,1,26,513
22483,450,479,Wimbledon,1,11,513
22484,468,517,Wimbledon,1,14,644
22485,573,603,Wimbledon,1,20,513
22486,488,529,Wimbledon,1,15,513
22487,463,513,Wimbledon,1,14,644
22488,397,431,Wimbledon,1,8,513
22489,451,482,Wimbledon,1,12,513
22490,608,638,Wimbledon,1,22,513
22491,411,441,Wimbledon,1,9,513
22492,487,526,Wimbledon,1,15,513
22493,520,554,Wimbledon,1,16,513
22494,527,580,Wimbledon,1,18,644
22495,566,618,Wimbledon,1,21,644
22496,461,496,Wimbledon,1,13,513
22497,545,579,Wimbledon,1,18,513
22498,425,456,Wimbledon,1,10,513
22499,536,568,Wimbledon,1,17,513
22500,551,582,Wimbledon,1,18,513
22501,482,532,Wimbledon,1,15,644
22502,529,562,Wimbledon,1,17,513
22503,360,385,Wimbledon,1,5,513
22504,510,546,Wimbledon,1,16,513
22505,513,549,Wimbledon,1,16,513
22506,477,523,Wimbledon,1,14,644
22507,606,662,Wimbledon,1,24,644
22508,435,465,Wimbledon,1,10,513
22509,464,514,Wimbledon,1,14,644
22510,508,548,Wimbledon,1,16,513
22511,657,701,Wimbledon,1,26,513
22512,410,439,Wimbledon,1,9,513
22513,568,602,Wimbledon,1,20,513
22514,455,504,Wimbledon,1,13,644
22515,444,476,Wimbledon,1,11,513
22516,485,526,Wimbledon,1,15,513
22517,556,589,Wimbledon,1,19,513
22518,644,678,Wimbledon,1,25,513
22519,645,678,Wimbledon,1,25,513
22520,458,490,Wimbledon,1,12,513
22521,535,568,Wimbledon,1,17,513
22522,680,713,Wimbledon,1,27,513
22523,485,520,Wimbledon,1,14,513
22524,526,559,Wimbledon,1,17,513
22525,599,631,Wimbledon,1,22,513
22526,485,521,Wimbledon,1,14,513
22527,383,412,Wimbledon,1,7,513
22528,475,511,Wimbledon,1,14,513
22529,462,496,Wimbledon,1,13,513
22530,592,625,Wimbledon,1,21,513
22531,486,523,Wimbledon,1,14,513
22532,508,548,Wimbledon,1,16,513
22533,571,602,Wimbledon,1,20,513
22534,660,693,Wimbledon,1,26,513
22535,495,532,Wimbledon,1,15,513
22536,500,537,Wimbledon,1,15,513
22537,498,536,Wimbledon,1,15,513
22538,374,421,Wimbledon,1,8,644
22539,472,509,Wimbledon,1,13,513
22540,578,605,Wimbledon,1,20,513
22541,376,410,Wimbledon,1,7,513
22542,421,450,Wimbledon,1,9,513
22543,431,477,Wimbledon,1,11,644
22544,406,436,Wimbledon,1,9,513
22545,444,503,Wimbledon,1,13,513
22546,468,505,Wimbledon,1,13,513
22547,519,553,Wimbledon,1,16,513
22548,502,555,Wimbledon,1,16,644
22549,461,513,Wimbledon,1,14,644
22550,490,527,Wimbledon,1,15,513
22551,483,532,Wimbledon,1,15,644
22552,513,550,Wimbledon,1,16,513
22553,475,511,Wimbledon,1,14,513
22554,492,537,Wimbledon,1,15,644
22555,492,536,Wimbledon,1,15,513
22556,492,540,Wimbledon,1,15,513
22557,525,559,Wimbledon,1,17,513
22558,458,513,Wimbledon,1,14,644
22559,342,379,Wimbledon,1,5,513
22560,410,441,Wimbledon,1,9,513
22561,452,504,Wimbledon,1,13,644
22562,440,471,Wimbledon,1,11,513
22563,444,487,Wimbledon,1,12,644
22564,499,539,Wimbledon,1,15,513
22565,500,555,Wimbledon,1,16,644
22566,477,516,Wimbledon,1,14,513
22567,493,532,Wimbledon,1,15,513
22568,526,565,Wimbledon,1,17,513
22569,480,515,Wimbledon,1,14,513
22570,575,606,Wimbledon,1,20,513
22571,469,506,Wimbledon,1,13,513
22572,613,642,Wimbledon,1,22,513
22573,414,444,Wimbledon,1,9,513
22574,490,527,Wimbledon,1,15,513
22575,663,695,Wimbledon,1,26,513
22576,484,520,Wimbledon,1,14,513
22577,605,636,Wimbledon,1,22,513
22578,463,513,Wimbledon,1,14,644
22579,397,428,Wimbledon,1,8,513
22580,606,641,Wimbledon,1,22,513
22581,502,537,Wimbledon,1,15,513
22582,494,534,Wimbledon,1,15,513
22583,586,615,Wimbledon,1,20,513
22584,491,547,Wimbledon,1,16,644
22585,613,642,Wimbledon,1,22,513
22586,463,496,Wimbledon,1,13,513
22587,570,608,Wimbledon,1,20,513
22588,512,548,Wimbledon,1,16,513
22589,572,603,Wimbledon,1,20,513
22590,573,603,Wimbledon,1,20,513
22591,382,410,Wimbledon,1,7,513
22592,429,461,Wimbledon,1,10,513
22593,466,508,Wimbledon,1,13,513
22594,511,546,Wimbledon,1,16,513
22595,480,514,Wimbledon,1,14,513
22596,484,527,Wimbledon,1,15,644
22597,610,642,Wimbledon,1,22,513
22598,410,438,Wimbledon,1,9,513
22599,661,692,Wimbledon,1,26,513
22600,515,566,Wimbledon,1,17,644
22601,431,477,Wimbledon,1,11,644
22602,478,532,Wimbledon,1,15,644
22603,370,399,Wimbledon,1,6,513
22604,452,504,Wimbledon,1,13,644
22605,682,712,Wimbledon,1,27,513
22606,443,479,Wimbledon,1,11,513
22607,349,379,Wimbledon,1,5,513
22608,426,456,Wimbledon,1,10,513
22609,507,544,Wimbledon,1,16,513
22610,525,559,Wimbledon,1,17,513
22611,399,431,Wimbledon,1,8,513
22612,449,504,Wimbledon,1,13,644
22613,519,554,Wimbledon,1,16,513
22614,458,513,Wimbledon,1,14,644
22615,383,413,Wimbledon,1,7,513
